idx,Month,DayofMonth,DayOfWeek,UniqueCarrier,Origin,Dest,Distance,Hour,Minute,IsWeekend
54503,12,20,2,WN,MDW,IND,162.0,7,10,0
54504,6,26,1,DL,BOS,LGA,185.0,9,27,0
54505,12,21,4,NW,MCO,DTW,957.0,7,58,0
54506,4,7,4,US,CMH,CLT,346.0,14,27,0
54507,5,22,1,AA,LAX,EWR,2454.0,13,35,0
54508,10,9,1,F9,DEN,DCA,1476.0,17,13,0
54509,8,13,7,CO,PBI,EWR,1024.0,7,14,1
54510,5,19,4,AS,SEA,ANC,1449.0,21,40,0
54511,6,10,5,US,CLT,BWI,361.0,17,11,0
54512,6,6,2,AQ,HNL,LIH,102.0,13,4,0
54513,1,19,4,UA,ORD,LGA,733.0,20,51,0
54514,4,27,4,AQ,HNL,ITO,216.0,6,43,0
54515,3,1,2,DH,EWR,IAD,213.0,16,44,0
54516,1,18,2,US,PIT,FLL,994.0,8,38,0
54517,5,17,2,OO,SNA,SLC,588.0,20,11,0
54518,9,11,1,DL,ATL,SAT,874.0,7,56,0
54519,7,19,3,WN,OAK,LAS,407.0,19,3,0
54520,9,1,4,US,LGA,DCA,214.0,5,52,0
54521,1,6,5,AA,DFW,TUS,813.0,21,53,0
54522,3,8,3,DL,ATL,SLC,1589.0,17,43,0
54523,11,14,2,UA,ORD,PHL,678.0,13,46,0
54524,7,23,6,WN,PHX,OMA,1037.0,7,50,1
54525,1,23,1,NW,IND,MCO,828.0,16,18,0
54526,6,13,1,US,CLT,EWR,529.0,22,46,0
54527,4,10,7,B6,TPA,BOS,1185.0,19,28,1
54528,11,17,4,DL,LAX,SLC,590.0,6,15,0
54529,9,1,5,AA,MCO,SJU,1189.0,8,20,0
54530,3,24,5,XE,EWR,MHT,209.0,12,28,0
54531,8,18,4,WN,HOU,JAN,359.0,8,44,0
54532,9,30,6,OH,BOS,DCA,399.0,16,50,1
54533,1,15,6,WN,ISP,FLL,1093.0,6,35,1
54534,7,26,3,DL,CVG,LAS,1678.0,8,38,0
54535,11,26,7,UA,DFW,ORD,802.0,16,3,1
54536,10,26,4,OH,MDT,CVG,429.0,6,30,0
54537,7,8,5,HP,PHX,SJC,621.0,7,11,0
54538,9,27,2,FL,PHL,BOS,280.0,15,7,0
54539,12,28,3,WN,MDW,SDF,271.0,18,30,0
54540,3,31,5,FL,ATL,RSW,515.0,7,51,0
54541,6,30,4,AA,SLC,DFW,988.0,7,37,0
54542,1,18,3,AA,PHX,ORD,1440.0,9,17,0
54543,7,17,7,US,PIT,PHX,1813.0,20,10,1
54544,11,7,2,MQ,BUF,ORD,473.0,18,38,0
54545,5,31,2,MQ,SAN,LAX,109.0,15,25,0
54546,9,12,1,XE,IAH,BRO,308.0,17,35,0
54547,12,4,7,AA,DFW,SNA,1205.0,11,26,1
54548,4,3,1,UA,ABQ,DEN,349.0,7,48,0
54549,3,26,7,DL,ATL,BWI,576.0,22,42,1
54550,3,30,4,DL,ATL,PBI,545.0,9,16,0
54551,8,21,1,MQ,BOS,CMH,640.0,20,36,0
54552,7,3,7,NW,DTW,HPN,505.0,17,3,1
54553,1,27,4,AA,STL,DCA,719.0,19,5,0
54554,9,6,3,DL,SEA,CVG,1964.0,23,30,0
54555,9,4,1,AA,MIA,BWI,946.0,22,6,0
54556,6,12,7,US,PIT,BOS,496.0,21,28,1
54557,5,28,6,OO,FSD,DEN,483.0,9,38,1
54558,6,10,6,EV,ATL,FAY,331.0,17,12,1
54559,12,11,1,YV,CHS,IAD,441.0,16,45,0
54560,3,16,3,WN,LAX,PHX,370.0,6,0,0
54561,9,21,4,F9,DEN,BNA,1013.0,10,44,0
54562,10,28,6,UA,PHX,ORD,1440.0,6,48,1
54563,7,25,1,AA,DFW,ORF,1213.0,13,4,0
54564,7,12,2,MQ,ORD,LIT,552.0,7,46,0
54565,9,1,4,NW,PHL,DTW,453.0,12,33,0
54566,6,12,1,EV,CVG,LAN,258.0,10,30,0
54567,4,20,3,AA,DFW,SAT,247.0,16,47,0
54568,9,22,4,NW,MCI,MEM,392.0,11,15,0
54569,1,2,1,CO,IAH,DFW,224.0,7,36,0
54570,2,19,7,YV,DEN,ASE,125.0,10,15,1
54571,3,17,5,B6,JFK,AUS,1522.0,21,9,0
54572,12,11,1,DL,GSO,ATL,306.0,11,35,0
54573,10,25,2,XE,IAH,CRP,201.0,19,21,0
54574,8,10,4,HA,HNL,OGG,100.0,15,8,0
54575,11,17,4,OO,DEN,MTJ,197.0,18,22,0
54576,5,21,6,FL,MCO,ATL,403.0,6,57,1
54577,7,21,4,DH,RDU,IAD,224.0,6,30,0
54578,6,14,2,WN,LAX,SJC,308.0,16,30,0
54579,7,1,5,NW,MSP,DTW,528.0,14,18,0
54580,5,15,7,EV,CVG,BTR,693.0,9,30,1
54581,3,3,5,WN,LAS,ELP,584.0,18,4,0
54582,8,10,3,CO,MIA,IAH,964.0,6,22,0
54583,9,6,3,UA,DEN,PHX,602.0,13,39,0
54584,12,14,3,MQ,CAE,DFW,922.0,16,39,0
54585,5,18,3,OO,LAX,SNA,36.0,13,27,0
54586,3,18,5,WN,SAT,DAL,248.0,16,45,0
54587,7,3,1,UA,ORD,LGA,733.0,11,4,0
54588,10,1,7,AA,DFW,BHM,597.0,9,30,1
54589,2,7,2,US,SAN,PHX,304.0,12,20,0
54590,8,4,4,AA,DTW,ORD,235.0,7,29,0
54591,12,17,7,UA,ORD,STT,2116.0,8,18,1
54592,12,8,5,WN,MCI,BWI,967.0,12,20,0
54593,7,21,5,WN,PIT,PHX,1813.0,12,10,0
54594,6,16,5,DL,CVG,SEA,1964.0,19,22,0
54595,7,20,3,WN,ABQ,LAX,677.0,9,5,0
54596,7,7,4,OO,IDA,SLC,188.0,17,59,0
54597,10,11,3,WN,SLC,LAS,368.0,9,50,0
54598,2,10,4,OH,CVG,JAX,614.0,12,50,0
54599,6,2,4,CO,DTW,IAH,1076.0,14,49,0
54600,8,26,5,AA,SJU,ORD,2072.0,13,34,0
54601,1,9,1,OO,SLC,GJT,217.0,10,1,0
54602,8,16,2,WN,MDW,FLL,1166.0,18,20,0
54603,2,12,6,HA,KOA,HNL,163.0,11,22,1
54604,10,6,4,OO,SFO,MFR,329.0,22,23,0
54605,2,13,1,XE,IAH,LBB,458.0,9,14,0
54606,12,10,7,UA,IAD,TUS,1933.0,18,8,1
54607,2,3,5,WN,SLC,PHX,507.0,22,43,0
54608,4,2,7,OH,FSD,CVG,701.0,16,25,1
54609,8,19,5,NW,GRR,DTW,120.0,17,1,0
54610,9,30,6,XE,IAH,OKC,395.0,11,12,1
54611,11,3,4,MQ,SAN,SJC,417.0,9,0,0
54612,3,2,3,UA,JFK,LAX,2475.0,18,3,0
54613,1,3,1,CO,CLE,LAS,1825.0,21,17,0
54614,2,3,4,NW,DTW,MDT,370.0,17,16,0
54615,9,23,5,NW,MSP,PHL,980.0,7,20,0
54616,12,30,6,NW,MEM,TPA,656.0,10,19,1
54617,7,20,3,OO,GEG,SLC,546.0,5,7,0
54618,8,1,2,WN,OMA,PHX,1037.0,7,44,0
54619,10,18,2,DL,MCI,ATL,692.0,17,3,0
54620,12,28,3,EV,ATL,FAY,331.0,20,8,0
54621,11,18,5,CO,IAH,DFW,224.0,7,37,0
54622,5,30,1,US,PHL,SAN,2369.0,16,8,0
54623,3,22,3,WN,MCO,ISP,972.0,12,30,0
54624,8,28,7,WN,TUL,DAL,237.0,11,5,1
54625,12,9,5,OO,ORD,SLC,1249.0,18,11,0
54626,3,13,1,XE,CMH,IAH,986.0,11,47,0
54627,10,13,5,WN,BUR,PHX,369.0,14,58,0
54628,1,21,5,EV,TRI,CVG,216.0,13,45,0
54629,10,17,2,WN,ONT,OAK,361.0,7,11,0
54630,7,30,6,OO,ACV,SFO,250.0,9,28,1
54631,7,10,7,MQ,DFW,SJT,228.0,12,54,1
54632,11,18,6,WN,CLE,MDW,307.0,16,57,1
54633,6,21,3,WN,SAT,TPA,972.0,15,30,0
54634,8,15,1,XE,EWR,ALB,143.0,9,2,0
54635,7,26,2,XE,ROC,EWR,246.0,8,19,0
54636,9,7,4,AA,MIA,ATL,595.0,20,36,0
54637,3,14,1,US,STL,PHL,813.0,18,23,0
54638,11,8,3,OH,SAV,BOS,901.0,12,20,0
54639,1,5,3,AS,SNA,PDX,859.0,7,32,0
54640,7,4,2,CO,IAH,DCA,1208.0,8,55,0
54641,8,9,3,US,PBI,PHL,951.0,13,23,0
54642,10,1,7,F9,DEN,SAN,853.0,18,2,1
54643,4,22,5,EV,LIT,ATL,453.0,8,58,0
54644,2,2,3,WN,PHL,MCO,861.0,17,10,0
54645,7,19,2,OH,BUF,CVG,410.0,5,40,0
54646,4,17,1,FL,ATL,MIA,595.0,18,5,0
54647,7,10,1,UA,SFO,LAX,337.0,18,22,0
54648,2,28,1,NW,CLE,DTW,95.0,10,20,0
54649,6,3,5,NW,MDW,MSP,349.0,16,28,0
54650,6,7,2,AS,SAN,SEA,1050.0,14,38,0
54651,10,16,1,NW,RSW,MSP,1416.0,7,21,0
54652,8,17,3,EV,TLH,ATL,223.0,20,25,0
54653,4,21,4,DL,SAN,SLC,626.0,9,3,0
54654,4,21,4,MQ,DFW,FWA,859.0,19,5,0
54655,10,31,2,UA,IAD,LAX,2288.0,19,11,0
54656,3,1,3,US,IAH,DCA,1208.0,16,40,0
54657,11,2,3,WN,SAN,SJC,417.0,12,5,0
54658,5,15,7,HA,LIH,HNL,102.0,14,5,1
54659,6,29,4,AA,DFW,LAX,1235.0,13,13,0
54660,11,27,7,NW,DTW,LGA,501.0,12,20,1
54661,2,9,4,WN,DAL,MSY,437.0,17,13,0
54662,2,23,4,UA,IAD,MCO,758.0,6,7,0
54663,12,16,6,YV,IAD,CHS,441.0,9,10,1
54664,12,5,2,WN,ISP,BWI,220.0,15,55,0
54665,12,1,4,XE,EWR,BDL,116.0,15,7,0
54666,11,11,5,EV,ATL,AVL,164.0,9,0,0
54667,3,27,7,MQ,SJC,SAN,417.0,13,44,1
54668,12,31,6,MQ,ORD,RIC,642.0,11,18,1
54669,11,25,6,DL,ATL,BUF,712.0,11,13,1
54670,5,13,5,US,MSP,CLT,930.0,6,44,0
54671,7,3,1,XE,CLE,BUF,192.0,11,13,0
54672,10,10,2,AA,MSP,ORD,334.0,19,22,0
54673,2,20,7,MQ,BOS,CMH,640.0,17,16,1
54674,10,31,2,XE,DTW,EWR,487.0,13,2,0
54675,1,19,3,WN,BUR,OAK,325.0,16,30,0
54676,5,18,3,AS,KTN,SEA,680.0,0,6,0
54677,6,16,4,UA,DEN,SNA,846.0,21,28,0
54678,5,20,5,WN,MCO,FLL,178.0,16,24,0
54679,2,27,7,AA,SJC,LAS,386.0,11,26,1
54680,9,9,5,UA,LGA,DEN,1619.0,11,0,0
54681,8,13,7,US,JAX,CLT,329.0,6,58,1
54682,10,8,7,EV,ATL,ACY,678.0,15,40,1
54683,1,16,7,MQ,LAX,SJC,308.0,9,59,1
54684,6,8,4,EV,HOU,ATL,696.0,6,58,0
54685,3,1,3,US,PHX,SAN,304.0,11,20,0
54686,10,15,7,AA,LAS,DFW,1055.0,15,37,1
54687,2,25,6,XE,SAT,CLE,1241.0,7,36,1
54688,5,14,6,MQ,TYS,DFW,772.0,17,30,1
54689,6,16,5,MQ,LAX,SJC,308.0,8,1,0
54690,10,6,4,XE,EWR,IAD,213.0,10,57,0
54691,5,18,3,CO,TPA,EWR,998.0,17,35,0
54692,5,18,3,MQ,DFW,DSM,624.0,11,54,0
54693,2,3,5,US,LAX,PHL,2401.0,13,37,0
54694,5,10,3,CO,PDX,IAH,1825.0,12,57,0
54695,2,23,4,WN,SAT,DAL,248.0,19,30,0
54696,12,5,2,YV,IAD,MYR,372.0,13,11,0
54697,11,16,4,AA,DFW,SFO,1464.0,11,45,0
54698,9,30,5,OO,LAX,PHX,370.0,14,12,0
54699,7,3,7,AA,SFO,ORD,1846.0,12,10,1
54700,12,10,6,UA,GEG,DEN,836.0,5,57,1
54701,9,22,4,NW,AUS,MSP,1042.0,7,17,0
54702,2,5,7,AA,ORD,DFW,802.0,18,43,1
54703,12,14,3,MQ,LGA,CMH,478.0,19,3,0
54704,11,10,5,NW,MKE,MSP,297.0,6,29,0
54705,9,18,7,WN,MCI,PHX,1044.0,6,50,1
54706,10,24,1,OH,STL,CVG,307.0,14,40,0
54707,5,30,1,XE,AVL,IAH,834.0,6,42,0
54708,8,18,4,AA,MSY,ORD,837.0,9,29,0
54709,2,24,4,NW,MEM,ATL,332.0,10,20,0
54710,8,10,4,UA,MCO,IAD,758.0,14,22,0
54711,2,20,1,XE,MKE,IAH,984.0,8,13,0
54712,4,25,1,DL,DEN,ATL,1199.0,8,39,0
54713,3,4,6,UA,EWR,SFO,2565.0,7,44,1
54714,9,29,4,WN,TPA,MDW,997.0,12,40,0
54715,3,13,1,XE,BHM,EWR,850.0,9,30,0
54716,1,19,4,NW,MSP,LAS,1300.0,11,46,0
54717,8,17,3,MQ,LAX,SBP,155.0,9,54,0
54718,5,17,3,EV,ATL,BQK,238.0,16,13,0
54719,12,31,6,FL,BWI,ATL,576.0,6,26,1
54720,11,13,1,AA,DFW,COS,592.0,11,17,0
54721,2,25,6,OO,DEN,EUG,997.0,20,7,1
54722,9,15,4,OO,LAX,PHX,370.0,17,3,0
54723,9,12,2,MQ,DTW,LGA,501.0,11,15,0
54724,10,31,2,FL,IND,TPA,838.0,8,7,0
54725,9,29,5,OH,HPN,ATL,780.0,16,29,0
54726,11,12,6,UA,JFK,LAX,2475.0,17,37,1
54727,10,22,7,FL,PIT,ATL,526.0,22,6,1
54728,2,25,5,UA,BOS,LAX,2611.0,8,40,0
54729,7,5,2,NW,FAR,MSP,223.0,8,15,0
54730,12,5,2,DL,EWR,SLC,1968.0,17,2,0
54731,5,3,3,US,PHL,RDU,336.0,15,49,0
54732,7,13,4,B6,PBI,BOS,1197.0,14,16,0
54733,3,2,3,AA,EWR,ORD,719.0,9,53,0
54734,6,24,5,B6,OAK,BOS,2693.0,10,2,0
54735,9,17,6,DL,SLC,SAN,626.0,14,51,1
54736,12,18,1,UA,LAS,ORD,1515.0,6,15,0
54737,11,5,7,UA,IAD,MCO,758.0,19,29,1
54738,5,26,5,WN,BUR,LAS,223.0,16,5,0
54739,11,4,5,UA,SFO,LAX,337.0,15,20,0
54740,7,5,2,WN,SMF,PDX,479.0,7,0,0
54741,10,5,3,EV,ATL,CAE,191.0,11,40,0
54742,10,27,4,OH,CHA,CVG,278.0,17,55,0
54743,9,9,6,YV,CLT,ORD,599.0,7,32,1
54744,12,26,1,AA,FLL,SJU,1046.0,18,32,0
54745,10,9,7,DL,SNA,SLC,588.0,15,8,1
54746,7,16,6,MQ,SJC,SAN,417.0,6,58,1
54747,5,18,4,EV,BHM,ATL,134.0,5,56,0
54748,5,24,2,OO,MOD,SFO,78.0,14,35,0
54749,12,6,2,XE,OMA,IAH,781.0,17,10,0
54750,6,26,1,NW,SEA,DTW,1927.0,17,46,0
54751,6,8,4,XE,CAE,IAH,878.0,14,54,0
54752,5,7,6,US,DCA,MCI,950.0,14,17,1
54753,11,14,2,WN,TPA,RDU,587.0,9,43,0
54754,12,18,1,OO,DEN,XNA,616.0,11,35,0
54755,10,17,1,DL,ATL,HSV,151.0,9,27,0
54756,8,23,3,XE,EWR,SAV,708.0,15,27,0
54757,1,7,6,MQ,SNA,SFO,372.0,11,34,1
54758,5,1,1,XE,DCA,CLE,310.0,18,27,0
54759,3,1,3,AS,OAK,SEA,671.0,9,27,0
54760,2,22,2,CO,IAH,LAX,1379.0,21,11,0
54761,2,2,4,OH,CVG,SDF,83.0,16,42,0
54762,8,3,4,CO,SAT,IAH,191.0,13,2,0
54763,4,10,1,HA,KOA,HNL,163.0,6,24,0
54764,1,17,2,WN,PHL,LAX,2401.0,8,45,0
54765,8,26,6,XE,CLE,MDW,307.0,17,30,1
54766,11,25,6,F9,SNA,DEN,846.0,10,22,1
54767,5,30,2,EV,ATL,CHA,106.0,15,6,0
54768,9,7,3,DL,IAH,SLC,1195.0,15,17,0
54769,3,14,1,AA,AUS,ORD,978.0,7,55,0
54770,3,18,6,AA,MCO,DFW,984.0,16,37,1
54771,3,5,7,XE,GRR,CLE,214.0,16,58,1
54772,12,12,2,FL,CAK,ATL,528.0,18,33,0
54773,10,7,6,AA,AUS,DFW,190.0,13,34,1
54774,2,12,6,UA,ORD,BOS,867.0,18,45,1
54775,9,24,7,XE,IAH,GSP,838.0,19,20,1
54776,3,10,5,OO,BZN,DEN,525.0,10,32,0
54777,2,25,5,DL,TPA,ATL,406.0,14,1,0
54778,3,21,2,DL,LGA,ATL,761.0,19,59,0
54779,3,7,2,MQ,AZO,ORD,122.0,14,16,0
54780,7,18,2,CO,SAT,IAH,191.0,7,7,0
54781,3,22,2,WN,SJC,LAX,308.0,19,50,0
54782,7,16,6,MQ,DCA,JFK,213.0,10,59,1
54783,7,22,5,WN,MAF,DAL,319.0,7,0,0
54784,1,21,6,UA,DFW,ORD,802.0,9,55,1
54785,8,29,1,WN,BNA,FLL,793.0,17,40,0
54786,1,15,7,MQ,RDU,JFK,426.0,19,14,1
54787,7,10,1,EV,ATL,MYR,317.0,21,0,0
54788,4,2,6,HP,LAS,LAX,236.0,18,15,1
54789,6,2,4,DH,ROC,IAD,289.0,17,8,0
54790,7,2,6,NW,ORF,DTW,529.0,9,11,1
54791,3,8,3,DL,JFK,LAS,2248.0,19,0,0
54792,11,30,3,EV,ATL,LYH,389.0,21,43,0
54793,9,19,1,US,PHL,PHX,2075.0,17,55,0
54794,1,28,6,OO,SLC,PHX,507.0,16,51,1
54795,2,17,4,OH,ROC,CVG,461.0,9,50,0
54796,9,12,1,XE,LBB,IAH,458.0,5,23,0
54797,3,14,1,MQ,SJC,LAX,308.0,17,58,0
54798,3,1,2,HP,PHX,GEG,1020.0,20,38,0
54799,7,31,1,OO,MRY,SFO,77.0,13,3,0
54800,6,6,2,EV,EVV,ATL,350.0,17,30,0
54801,1,26,3,DL,LGA,DCA,214.0,7,33,0
54802,9,13,3,OH,CVG,ORD,264.0,7,12,0
54803,3,20,7,US,FLL,CLT,631.0,6,31,1
54804,7,18,2,OO,DEN,BNA,1013.0,10,5,0
54805,5,23,1,AA,DCA,DFW,1192.0,16,27,0
54806,12,27,3,AA,DFW,LAS,1055.0,16,36,0
54807,12,14,3,WN,TPA,BWI,842.0,10,20,0
54808,5,23,2,DL,SNA,ATL,1919.0,7,45,0
54809,3,20,7,OO,RDD,SFO,199.0,6,39,1
54810,9,25,7,MQ,DFW,GRR,931.0,7,47,1
54811,4,9,7,US,CLT,EWR,529.0,14,15,1
54812,12,26,2,WN,BWI,ALB,288.0,22,0,0
54813,1,27,5,CO,MCO,EWR,938.0,16,20,0
54814,2,19,7,OH,ORF,BOS,468.0,18,15,1
54815,7,24,7,AA,SLC,DFW,988.0,14,25,1
54816,12,5,2,WN,LAX,TUS,451.0,11,51,0
54817,4,22,6,XE,LBB,IAH,458.0,8,23,1
54818,3,23,4,UA,CLT,DEN,1337.0,16,54,0
54819,5,30,1,NW,MSP,SEA,1399.0,9,14,0
54820,4,10,1,AA,PBI,DFW,1103.0,18,18,0
54821,11,19,7,DL,SEA,JFK,2421.0,8,8,1
54822,5,17,3,WN,FLL,STL,1056.0,12,54,0
54823,6,21,2,XE,IAH,GRR,1042.0,13,41,0
54824,4,6,4,DL,SFO,CVG,2036.0,12,51,0
54825,3,26,6,CO,EWR,CLE,404.0,6,27,1
54826,11,16,3,WN,ABQ,LAS,487.0,19,5,0
54827,7,30,6,CO,TUL,IAH,429.0,6,46,1
54828,8,30,3,MQ,RST,ORD,268.0,10,33,0
54829,11,7,1,WN,SNA,OAK,371.0,7,25,0
54830,8,10,4,US,ANC,LAS,2304.0,16,30,0
54831,2,8,3,WN,MDW,STL,251.0,9,0,0
54832,8,10,4,OH,BNA,CVG,230.0,7,10,0
54833,3,25,6,UA,DEN,RNO,804.0,9,30,1
54834,7,28,4,OO,SGU,SLC,269.0,13,53,0
54835,4,26,2,OH,CVG,HVN,642.0,22,21,0
54836,7,20,4,FL,FNT,ATL,644.0,20,54,0
54837,7,22,6,NW,DTW,BWI,408.0,10,23,1
54838,12,20,2,CO,IAH,BWI,1235.0,10,53,0
54839,6,18,7,AA,ABQ,DFW,569.0,10,47,1
54840,4,3,7,UA,SFO,LAS,414.0,6,25,1
54841,7,31,1,CO,MCO,EWR,938.0,11,7,0
54842,10,5,4,WN,ABQ,DAL,580.0,7,0,0
54843,10,10,1,TZ,EWR,MDW,711.0,20,16,0
54844,8,4,4,EV,RNO,SLC,422.0,16,31,0
54845,9,29,4,EV,BTR,ATL,449.0,14,16,0
54846,8,2,3,WN,ISP,PBI,1052.0,8,31,0
54847,7,11,2,EV,CAE,ATL,191.0,20,24,0
54848,8,23,3,AA,DAL,STL,546.0,9,34,0
54849,12,22,5,OO,LAX,SAT,1210.0,8,38,0
54850,7,26,2,WN,MCI,PHX,1044.0,16,40,0
54851,8,25,4,XE,ATL,IAH,689.0,13,49,0
54852,12,1,4,AA,LGA,DFW,1389.0,20,5,0
54853,3,20,1,FL,ATL,PNS,272.0,12,46,0
54854,6,19,7,WN,LAS,BWI,2106.0,16,15,1
54855,7,18,2,B6,JFK,PDX,2454.0,19,56,0
54856,4,24,7,MQ,LGA,DCA,214.0,16,55,1
54857,9,23,5,OO,SUN,SLC,223.0,7,0,0
54858,12,6,3,UA,ORD,STL,258.0,15,1,0
54859,10,13,4,DH,IAD,CAE,401.0,19,40,0
54860,12,2,6,DL,BUF,ATL,712.0,14,2,1
54861,9,20,3,XE,BUF,EWR,282.0,19,11,0
54862,3,24,5,OH,IND,JFK,664.0,13,45,0
54863,1,5,3,OO,DEN,BUR,850.0,13,49,0
54864,8,29,2,OO,EKO,SLC,200.0,18,17,0
54865,2,9,3,FL,ATL,BUF,712.0,20,2,0
54866,2,7,1,NW,MOT,MSP,449.0,10,51,0
54867,4,4,1,US,FLL,BWI,925.0,19,50,0
54868,5,14,6,DL,MSY,ATL,425.0,8,6,1
54869,9,7,4,UA,SFO,LAS,414.0,20,30,0
54870,4,30,7,HA,HNL,KOA,163.0,8,27,1
54871,7,8,6,WN,LAS,GEG,806.0,9,47,1
54872,11,3,4,US,CLT,SAV,213.0,21,26,0
54873,7,7,5,CO,MIA,EWR,1086.0,20,46,0
54874,1,15,6,DL,SLC,CVG,1449.0,10,5,1
54875,4,20,3,DL,RIC,ATL,481.0,5,56,0
54876,2,23,4,WN,ABQ,TPA,1497.0,14,20,0
54877,8,3,3,OO,SGU,LAX,348.0,16,22,0
54878,12,9,5,UA,LGA,ORD,733.0,6,1,0
54879,5,10,3,US,EWR,CLT,529.0,15,2,0
54880,11,19,7,WN,IAD,MDW,577.0,16,42,1
54881,10,23,7,AA,DTW,DFW,987.0,6,20,1
54882,12,19,1,DH,BOS,IAD,413.0,6,17,0
54883,12,27,3,OO,PSP,LAX,110.0,20,20,0
54884,5,19,5,MQ,ORD,PIT,412.0,20,11,0
54885,11,24,4,CO,AUS,EWR,1504.0,6,42,0
54886,7,28,5,DL,LAX,TPA,2158.0,1,9,0
54887,3,13,1,US,PHX,SLC,507.0,20,49,0
54888,2,28,2,AA,LGA,ORD,733.0,14,57,0
54889,10,8,7,WN,ORF,BNA,585.0,8,20,1
54890,5,17,2,AA,AUS,DFW,190.0,7,56,0
54891,10,24,2,AA,SFO,MIA,2585.0,6,39,0
54892,5,22,1,UA,OMA,ORD,416.0,5,57,0
54893,8,6,6,NW,DTW,RNO,1903.0,9,1,1
54894,6,15,3,AA,DEN,DFW,641.0,10,17,0
54895,7,31,1,CO,ORD,EWR,719.0,6,54,0
54896,2,1,3,UA,LAX,SFO,337.0,20,14,0
54897,7,26,3,WN,LAX,TUS,451.0,11,47,0
54898,6,11,6,OO,GJT,SLC,217.0,9,23,1
54899,3,28,1,NW,DTW,STL,440.0,9,1,0
54900,9,13,2,OH,BOS,DCA,399.0,19,55,0
54901,7,9,6,NW,DTW,DCA,405.0,7,4,1
54902,12,25,7,MQ,DSM,DFW,624.0,15,58,1
54903,9,22,4,WN,LAS,ONT,197.0,14,27,0
54904,2,20,7,WN,SAN,OAK,446.0,13,50,1
54905,9,30,5,WN,SMF,ONT,389.0,14,5,0
54906,11,27,1,FL,BWI,BOS,370.0,9,5,0
54907,7,24,7,DH,SYR,IAD,296.0,10,22,1
54908,6,12,1,DL,ATL,FLL,581.0,11,10,0
54909,5,17,3,WN,LAX,LAS,236.0,14,40,0
54910,7,1,6,MQ,DFW,LAW,140.0,9,32,1
54911,8,18,5,OO,DEN,OKC,495.0,15,51,0
54912,7,17,7,FL,ATL,FLL,581.0,18,45,1
54913,7,17,7,UA,DEN,SAN,853.0,20,28,1
54914,1,31,2,FL,BWI,BOS,370.0,21,44,0
54915,8,23,3,B6,BUF,JFK,301.0,13,6,0
54916,2,27,7,MQ,DFW,BNA,631.0,19,5,1
54917,4,17,1,CO,IAH,SNA,1347.0,19,2,0
54918,7,30,7,DL,TPA,ATL,406.0,14,34,1
54919,2,24,4,DL,SEA,SLC,689.0,16,49,0
54920,8,18,4,OH,GSO,JFK,459.0,13,11,0
54921,5,22,7,DL,DAY,ATL,432.0,6,22,1
54922,8,7,1,OO,TYS,ORD,475.0,19,20,0
54923,6,14,3,WN,FLL,BNA,793.0,8,35,0
54924,11,30,3,AS,JNU,ANC,571.0,7,12,0
54925,11,8,2,AA,JFK,SFO,2586.0,18,20,0
54926,11,1,3,WN,ONT,SMF,389.0,14,22,0
54927,12,19,2,US,BOS,DCA,399.0,14,39,0
54928,8,31,3,WN,OAK,LAX,337.0,17,0,0
54929,2,24,5,DL,ATL,PIT,526.0,17,9,0
54930,2,5,7,DL,PBI,ATL,545.0,16,4,1
54931,2,25,5,OH,CVG,CMH,116.0,23,6,0
54932,3,10,4,NW,DTW,DCA,405.0,19,10,0
54933,12,8,5,AA,SJC,DFW,1438.0,17,53,0
54934,8,27,6,HA,LAS,HNL,2762.0,2,30,1
54935,10,30,7,HA,HNL,OGG,100.0,5,43,1
54936,9,1,4,WN,BWI,JAX,663.0,13,50,0
54937,1,23,1,B6,RSW,EWR,1068.0,18,57,0
54938,1,28,5,AA,DEN,ORD,888.0,14,30,0
54939,3,27,1,CO,LAS,EWR,2227.0,8,28,0
54940,8,9,2,XE,CAE,EWR,602.0,13,5,0
54941,2,18,6,WN,SJC,BUR,296.0,16,55,1
54942,6,11,6,AA,LAX,JFK,2475.0,13,12,1
54943,6,14,3,OH,JFK,BUF,301.0,20,59,0
54944,2,28,2,WN,SJC,LAX,308.0,6,30,0
54945,8,24,4,CO,IAH,LAX,1379.0,17,17,0
54946,4,22,5,US,MSY,DCA,969.0,11,24,0
54947,2,21,1,DL,JFK,SLC,1989.0,7,12,0
54948,7,10,7,OH,FWA,CVG,136.0,15,7,1
54949,11,21,2,WN,BWI,AUS,1342.0,9,14,0
54950,10,11,3,B6,JFK,CMH,483.0,16,42,0
54951,12,20,2,DL,SAV,ATL,215.0,8,54,0
54952,10,26,3,WN,SAN,SJC,417.0,14,25,0
54953,4,21,5,OO,ORD,TVC,224.0,13,9,0
54954,9,21,4,TZ,OAK,HNL,2409.0,17,57,0
54955,4,19,3,AA,LGA,MIA,1097.0,15,29,0
54956,5,4,4,DL,BOS,LGA,185.0,15,31,0
54957,3,7,1,MQ,DFW,CLE,1021.0,13,55,0
54958,4,25,2,YV,PHX,BFL,425.0,16,20,0
54959,9,22,4,HP,MCI,PHX,1044.0,17,31,0
54960,9,30,5,WN,MDW,LAS,1521.0,20,35,0
54961,11,8,2,NW,MCO,DTW,957.0,15,25,0
54962,6,27,2,XE,LIT,IAH,374.0,17,42,0
54963,2,12,7,EV,AZO,ATL,596.0,6,40,1
